BUSINESSNAME,BUSINESSTYPECATEGORYDESC,BUSINESSTYPEDESCRIPTION,LOCATIONADDRESSLINE1,LOCATIONADDRESSLINE2,LOCATIONCITY,LOCATIONSTATE,LOCATIONZIP,LOCATIONCOUNTY,VOICEPHONE,WEBSITE,EMAILADDRESS,LOCATIONLAT,LOCATIONLONG,ACTIVESTATUSFLAG,CREDENTIALSTATUS,LICENSEDBEDTOTAL,CERTIFIEDBEDTOTAL,DATASOURCE
"Ascension Healthcare, Llc",,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,125 W Market St,,Warren,OH,44481,Trumbull,(888)861-3221,,Erica.Royster@Ascensionhealthathome.Org,41.235977,-80.818468,True,ACTIVE,,,OHAL
Blessed Hands Home Care Agency,,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,29 Jackson St,,Hubbard,OH,44425,Trumbull,(330)550-8302,,Blessedhandshomecare24@Gmail.Com,41.156808,-80.574102,True,ACTIVE,,,OHAL
Carebuilders At Home,,LA  LICENSED HHA HHA SKILLED HOME HEALTH SERVICES,972 Youngstown Kingsville Rd Se,,Vienna,OH,44473,Trumbull,(330)759-9722,,Gmclaughlin@Atchealthcare.Com,41.218146,-80.663882,True,ACTIVE,,,OHAL
"Clay Care, Llc",,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,2294 Northwest Blvd Nw,,Warren,OH,44485,Trumbull,(330)937-1125,,Tasha.Clay@Clay-Care.Com,41.245735,-80.850720,True,ACTIVE,,,OHAL
"Compassus Bsmh Youngstown Hha, Llc",,LA  LICENSED HHA HHA SKILLED HOME HEALTH SERVICES,979 Tibbetts Wick Rd Ste A,,Girard,OH,44420,Trumbull,(330)480-3776,,Licensure@Compassus.Com,41.184372,-80.693842,True,ACTIVE,,,OHAL
Elite Harmony Healthcare,,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,760 Woodbine Ave Se,,Warren,OH,44484,Trumbull,(330)329-8864,,Whiteomari40@Gmail.Com,41.229488,-80.795370,True,ACTIVE,,,OHAL
"Evergreen Healthcare Services, Inc",,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,609 Vienna Ave,,Niles,OH,44446,Trumbull,(330)652-3355,,Dbailey@Ehcsinc.Com,41.188319,-80.754329,True,ACTIVE,,,OHAL
Expand Health At Home,,LA  LICENSED HHA HHA SKILLED HOME HEALTH SERVICES,1252 Youngstown Warren Road Unit A,,Niles,OH,44446,Trumbull,(330)610-6886,,Ascenna@Expandhealth.Com,41.203266,-80.737606,True,ACTIVE,,,OHAL
Faith & Family Companions Llc,,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,704 Packard Street,,Warren,OH,44483,Trumbull,(330)481-3933,,Faithandfamilycompanionsllc@Outlook.Com,41.255700,-80.809500,True,ACTIVE,,,OHAL
"Fuel By Design, Llc",,MS/IV - Med Spa/IV Therapy,1842 E Market St,,Warren,OH,44483,Trumbull,(330) 883-7119,,Jv101309@Gmail.Com,41.236413,-80.793357,True,Active,,,PharmacyBoard
Gloria's Haven Home Care,,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,776 Maple Street,,Warren,OH,44485,Trumbull,(412)991-2800,,Admin@Gloriashaven.Com,,,True,ACTIVE,,,OHAL
Hattie Jean Home Healthcare Llc,,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,345 High St,,Warren,OH,44481,Trumbull,(330)980-3570,,Tanikavelafontae@Gmail.Com,41.211800,-80.860900,True,ACTIVE,,,OHAL
"Hattie Mae's Home Care Agency, Llc",,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,2641 Tod Ave Nw,,Warren,OH,44485,Trumbull,(330)240-5438,,Latoyajohnson674@Gmail.Com,41.099478,-80.765316,True,ACTIVE,,,OHAL
Higher Standard Of Living,,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,1923 Arthur Drive Nw,,Warren,OH,44485,Trumbull,(724)470-3457,,Christachandler@Hsoliving.Com,41.257129,-80.847404,True,ACTIVE,,,OHAL
Home Health By Windsor Llc,,LA  LICENSED HHA HHA SKILLED HOME HEALTH SERVICES,18 East Liberty St,,Girard,OH,44420,Trumbull,(330)545-4404,,Janness@Embracepremier.Com,41.154174,-80.700402,True,ACTIVE,,,OHAL
Homemade Memories Llc,,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,457 Niles Cortland Rd Ne,,Warren,OH,44484,Trumbull,(330)841-1010,,Homemaidhelpers@Gmail.Com,41.243331,-80.740762,True,ACTIVE,,,OHAL
Jodis Angels Llc,,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,1006 Perkins Jones Rd Nw C5,,Warren,OH,44483,Trumbull,(330)809-5443,,Jodisangelsllc@Gmail.Com,41.255700,-80.809500,True,ACTIVE,,,OHAL
Loving Hands Homecare Llc,,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,2022 North Road Suite A,,Warren,OH,44484,Trumbull,(330)406-9213,,Lhhomecarellc@Gmail.Com,41.232700,-80.756200,True,ACTIVE,,,OHAL
Loyal Hearts Homecare Llc,,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,200 Chestnut Ave Ne,,Warren,OH,44483,Trumbull,(234)830-0007,,Loyalheartshomecare@Gmail.Com,41.237596,-80.808927,True,ACTIVE,,,OHAL
Luxtrans Inc,,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,985 Churchill Hubbard Rd,,Youngstown,OH,44505,Trumbull,(330)366-3006,,Ghulam.Baloch@Theluxtrans.Com,41.162239,-80.649781,True,ACTIVE,,,OHAL
Mercy Health Youngstown Llc,,HOC - Hospital Outpatient Community Access,667 Eastland Avenue,S.E.,Warren,OH,44484,Trumbull,(724) 866-9180,,Stjepan_Kutlesa@Mercy.Com,41.230924,-80.778160,True,Active,,,PharmacyBoard
"Ohio North East Health Systems, Inc",,HOL - Hospital Outpatient Limited Access,716 Tod Ave Sw,,Warren,OH,44485,Trumbull,(330) 708-9875,,Wfitch@Onehealthohio.Org,41.228752,-80.829424,True,Active,,,PharmacyBoard
Over The Rainbow Inc,,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,110 Windsor Drive,,Cortland,OH,44410,Trumbull,(330)638-9599,,Ovtradc@Gmail.Com,41.311565,-80.730501,True,ACTIVE,,,OHAL
"Patriot Homecare North, Llc",,LA  LICENSED HHA HHA SKILLED HOME HEALTH SERVICES,986 Tibbetts Wick Rd,,Girard,OH,44420,Trumbull,(330)883-6532,,Sdavis@Patriotathome.Org,41.184709,-80.693278,True,ACTIVE,,,OHAL
"Patriot Homecare, Inc",,LA  LICENSED HHA HHA SKILLED HOME HEALTH SERVICES,986 Tibbetts Wick Rd,,Girard,OH,44420,Trumbull,(330)306-9651,,Sdavis@Patriotathome.Org,41.184709,-80.693278,True,ACTIVE,,,OHAL
Phillips Healthcare Llc,,LA  LICENSED HHA HHA SKILLED HOME HEALTH SERVICES,777 East Market Street,,Warren,OH,44481,Trumbull,(330)531-6110,,Mhunter@Nightingale-Care.Com,41.236433,-80.807668,True,ACTIVE,,,OHAL
Quality Senior Homecare & Staffing,,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,843 Parkman Rd Nw,,Warren,OH,44485,Trumbull,(330)333-2006,,Keslaughter.37@Icloud.Com,41.240321,-80.835941,True,ACTIVE,,,OHAL
Quality Senior Homecare & Staffing Llc,,LA  LICENSED HHA HHA SKILLED HOME HEALTH SERVICES,843 Parkman Rd Nw,,Warren,OH,44485,Trumbull,(330)333-2006,,Keslaughter.37@Icloud.Com,41.240323,-80.835942,True,ACTIVE,,,OHAL
"Rhonda's House Home Health Care, Llc",,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,197 W. Market St Suite 100,,Warren,OH,44484,Trumbull,(234)223-2586,,Rhondashousellc@Gmail.Com,41.235954,-80.819788,True,ACTIVE,,,OHAL
Sunrise In Home Care Llc,,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,125 West Market St #2.3,,Warren,OH,44481,Trumbull,(866)878-6747,,Info@Sunriseinhomecare.Com,41.235977,-80.818468,True,ACTIVE,,,OHAL
Supportive Living Home Health Care,,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,493 Comstock,,Warren,OH,44483,Trumbull,(202)631-1454,,Natashamcqueen@Supportivelivinghomehealthcare.Com,41.255700,-80.809500,True,ACTIVE,,,OHAL
The Ellie House,,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,106 East Market St Suite 301,,Warren,OH,44481,Trumbull,(330)974-8549,,Lmcdonald.Elliehouse@Gmail.Com,41.235962,-80.817695,True,ACTIVE,,,OHAL
The Morgan House Home Health Care Llc,,LA  LICENSED HHA HHA SKILLED HOME HEALTH SERVICES,1106 Raymond St Nw,,Warren,OH,44485,Trumbull,(330)766-6405,,Rogletre@Kent.Edu,41.244269,-80.836957,True,ACTIVE,,,OHAL
Tlc Home Healthcare Llc,,LA  LICENSED HHA HHA SKILLED HOME HEALTH SERVICES,8775 East Market St Suite 2,,Warren,OH,44484,Trumbull,(330)837-8320,,Keith@Thetlchomehealthcare.Com,41.238098,-80.731936,True,ACTIVE,,,OHAL
"Tlc Private Care, Llc",,LA  LICENSED HHA HHA NON-MEDICAL HOME HEALTH SERVICES,8775 East Market St Suite 8,,Warren,OH,44484,Trumbull,(330)647-6199,,Keith@Thetlchomehealthcare.Com,41.238098,-80.731936,True,ACTIVE,,,OHAL
